age;gender;maritalStatus;employmentStatus;employmentSeniorityYears;annualIncome;incomeType;homeOwnership;dependents;creditLimit;isRevolving;interestRate;lti;dti;previousDefaultsCount;target_PD;default
42;Hombre;Soltero;Autonomo;5;17212.48;Autonomo;Propia_Hipoteca;2;1500.0;Si;0.1954;0.0871;0.0418;0;0.02248;No
39;Mujer;Casado;Funcionario;8;16856.04;Salario;Alquiler;3;7500.0;No;0.0;0.4449;0.2136;0;0.005958;No
41;Mujer;Casado;Indefinido;4;19541.32;Salario;Propia_Hipoteca;1;3500.0;No;0.0;0.1791;0.086;0;0.00596;No
40;Hombre;Casado;Indefinido;9;15459.14;Salario;Propia_Hipoteca;1;5500.0;No;0.0;0.3558;0.1708;0;0.022222;No
56;Mujer;Casado;Indefinido;5;17420.31;Salario;Propia_Hipoteca;0;8500.0;Si;0.104;0.4879;0.2342;0;0.037877;No
35;Hombre;Casado;Funcionario;14;22748.45;Salario;Propia_Hipoteca;0;6000.0;Si;0.3291;0.2638;0.1266;0;0.014721;No
40;Hombre;Casado;Temporal;1;15394.43;Salario;Cedida;2;4000.0;Si;0.2037;0.2598;0.1247;0;0.117532;No
37;Hombre;Casado;Indefinido;1;32568.74;Salario;Propia_Hipoteca;0;15000.0;Si;0.115;0.4606;0.2211;0;0.001603;No
46;Mujer;Casado;Indefinido;18;29449.16;Salario;Alquiler;2;5000.0;Si;0.0904;0.1698;0.0815;0;0.000446;No
63;Hombre;Viudo;Indefinido;9;48767.4;Salario;Alquiler;0;19500.0;No;0.0;0.3999;0.1919;0;0.001154;No
59;Hombre;Casado;Indefinido;1;46226.01;Salario;Propia_Pagada;0;14000.0;Si;0.2083;0.3029;0.1454;0;0.000673;No
36;Hombre;Soltero;Autonomo;14;20300.99;Autonomo;Propia_Hipoteca;2;5500.0;No;0.0;0.2709;0.13;0;0.010182;No
28;Hombre;Divorciado;Temporal;0;45499.57;Salario;Propia_Hipoteca;0;13000.0;Si;0.1532;0.2857;0.1371;0;0.044076;No
50;Mujer;Divorciado;Funcionario;1;44703.03;Salario;Propia_Pagada;1;13000.0;Si;0.3574;0.2908;0.1396;0;0.013529;No
38;Mujer;Casado;Temporal;0;21922.18;Salario;Propia_Hipoteca;3;4000.0;No;0.0;0.1825;0.0876;1;0.752293;Si
36;Mujer;Casado;Indefinido;9;15918.35;Salario;Alquiler;0;6000.0;Si;0.1316;0.3769;0.1809;0;0.02345;No
51;Mujer;Viudo;Autonomo;14;25432.18;Autonomo;Cedida;1;9500.0;Si;0.2509;0.3735;0.1793;3;0.948882;Si
47;Hombre;Casado;Autonomo;12;62528.92;Autonomo;Propia_Hipoteca;1;17500.0;Si;0.1744;0.2799;0.1343;0;0.003127;No
25;Hombre;Soltero;Temporal;0;17850.24;Salario;Alquiler;0;3000.0;Si;0.1752;0.1681;0.0807;0;0.116337;No
49;Hombre;Casado;Funcionario;22;42750.31;Salario;Propia_Hipoteca;3;6000.0;Si;0.2184;0.1403;0.0674;0;9e-05;No
40;Hombre;Casado;Temporal;0;19190.18;Salario;Propia_Hipoteca;2;8500.0;Si;0.1796;0.4429;0.2126;0;0.241257;No
31;Mujer;Soltero;Temporal;1;14566.4;Salario;Propia_Hipoteca;1;7000.0;Si;0.2591;0.4806;0.2307;0;0.175561;No
55;Hombre;Casado;Indefinido;7;28080.65;Salario;Cedida;2;12500.0;No;0.0;0.4451;0.2137;1;0.024507;No
58;Mujer;Viudo;Indefinido;10;27677.22;Salario;Alquiler;0;10500.0;Si;0.2678;0.3794;0.1821;0;0.008451;No
58;Mujer;Casado;Indefinido;31;34502.28;Salario;Alquiler;0;11500.0;No;0.0;0.3333;0.16;0;0.000487;No
59;Hombre;Casado;Indefinido;33;24201.95;Salario;Propia_Pagada;0;5500.0;Si;0.2903;0.2273;0.1091;0;0.002242;No
21;Hombre;Casado;Temporal;1;24538.06;Salario;Alquiler;0;6000.0;Si;0.2063;0.2445;0.1174;0;0.325515;No
53;Hombre;Casado;Indefinido;5;122169.48;Salario;Propia_Hipoteca;2;25000.0;No;0.0;0.2046;0.0982;0;0.000494;No
38;Mujer;Soltero;Temporal;1;39317.66;Salario;Alquiler;2;16500.0;Si;0.3119;0.4197;0.2014;0;0.241536;No
33;Hombre;Soltero;Desempleado;0;15308.16;Ayudas;Propia_Pagada;3;6500.0;No;0.0;0.4246;0.2038;3;0.999525;Si
50;Mujer;Casado;Indefinido;4;28563.11;Salario;Propia_Pagada;1;13000.0;No;0.0;0.4551;0.2185;1;0.012236;No
51;Hombre;Casado;Indefinido;2;21029.81;Salario;Alquiler;0;8000.0;Si;0.2296;0.3804;0.1826;0;0.045175;No
53;Hombre;Soltero;Autonomo;3;81882.05;Autonomo;Alquiler;1;25000.0;No;0.0;0.3053;0.1466;0;0.004738;No
60;Mujer;Divorciado;Indefinido;17;37165.67;Salario;Propia_Pagada;0;9500.0;Si;0.2621;0.2556;0.1227;0;0.000262;No
51;Mujer;Casado;Indefinido;1;82243.93;Salario;Propia_Pagada;1;25000.0;Si;0.1589;0.304;0.1459;0;0.001425;No
37;Mujer;Casado;Indefinido;19;46888.28;Salario;Alquiler;1;18500.0;Si;0.2279;0.3946;0.1894;2;0.258674;No
53;Mujer;Soltero;Indefinido;6;59182.27;Salario;Alquiler;2;25000.0;No;0.0;0.4224;0.2028;1;0.019925;No
42;Mujer;Casado;Desempleado;0;20253.8;Ayudas;Propia_Hipoteca;3;4500.0;No;0.0;0.2222;0.1066;0;0.915424;Si
33;Hombre;Soltero;Funcionario;12;23698.57;Salario;Propia_Pagada;1;9000.0;No;0.0;0.3798;0.1823;0;0.000484;No
25;Mujer;Soltero;Temporal;0;21562.47;Salario;Alquiler;0;9000.0;No;0.0;0.4174;0.2003;3;0.996597;Si
45;Hombre;Casado;Funcionario;8;17526.14;Salario;Propia_Hipoteca;2;2000.0;No;0.0;0.1141;0.0548;0;0.004879;No
33;Mujer;Soltero;Funcionario;7;16362.06;Salario;Alquiler;0;5500.0;Si;0.1545;0.3361;0.1613;0;0.00492;No
56;Mujer;Casado;Indefinido;3;24173.63;Salario;Propia_Hipoteca;0;10500.0;No;0.0;0.4344;0.2085;0;0.015558;No
49;Mujer;Divorciado;Funcionario;1;62669.99;Salario;Propia_Hipoteca;2;25000.0;No;0.0;0.3989;0.1915;0;0.001905;No
40;Hombre;Casado;Temporal;0;20273.1;Salario;Alquiler;1;4500.0;Si;0.2556;0.222;0.1065;0;0.239029;No
54;Mujer;Casado;Funcionario;17;41424.61;Salario;Alquiler;2;15000.0;No;0.0;0.3621;0.1738;0;0.000327;No
51;Mujer;Casado;Funcionario;0;19404.85;Salario;Propia_Pagada;2;9000.0;No;0.0;0.4638;0.2226;0;0.012301;No
41;Mujer;Casado;Indefinido;12;49891.94;Salario;Alquiler;2;18500.0;Si;0.0596;0.3708;0.178;0;0.000913;No
50;Mujer;Divorciado;Indefinido;22;14566.4;Salario;Propia_Hipoteca;1;4500.0;No;0.0;0.3089;0.1483;0;0.005172;No
46;Mujer;Casado;Indefinido;19;14566.4;Salario;Propia_Hipoteca;2;6000.0;No;0.0;0.4119;0.1977;0;0.016936;No
47;Hombre;Soltero;Indefinido;5;32460.84;Salario;Propia_Hipoteca;3;10500.0;Si;0.1581;0.3235;0.1553;0;0.003065;No
49;Mujer;Casado;Funcionario;3;101706.97;Salario;Alquiler;2;25000.0;No;0.0;0.2458;0.118;0;0.000135;No
43;Hombre;Casado;Funcionario;11;14566.4;Salario;Propia_Hipoteca;2;6500.0;Si;0.105;0.4462;0.2142;0;0.002242;No
42;Hombre;Casado;Indefinido;20;69521.57;Salario;Propia_Hipoteca;2;25000.0;Si;0.1758;0.3596;0.1726;0;0.000326;No
32;Hombre;Soltero;Temporal;1;15368.09;Salario;Propia_Pagada;1;3500.0;Si;0.0957;0.2277;0.1093;0;0.046826;No
39;Hombre;Divorciado;Indefinido;21;35630.54;Salario;Propia_Pagada;1;5000.0;No;0.0;0.1403;0.0674;0;0.000194;No
49;Mujer;Divorciado;Indefinido;2;22131.04;Salario;Propia_Hipoteca;0;5500.0;No;0.0;0.2485;0.1193;1;0.176106;No
39;Hombre;Casado;Indefinido;18;52896.17;Salario;Alquiler;1;18000.0;No;0.0;0.3403;0.1633;0;0.000765;No
50;Hombre;Casado;Indefinido;2;17067.67;Salario;Alquiler;2;3000.0;Si;0.0819;0.1758;0.0844;1;0.093444;No
37;Hombre;Viudo;Desempleado;1;16677.15;Ayudas;Propia_Pagada;1;5000.0;Si;0.1355;0.2998;0.1439;0;0.579165;Si
52;Hombre;Casado;Indefinido;18;82649.3;Salario;Propia_Hipoteca;0;25000.0;No;0.0;0.3025;0.1452;0;0.000302;No
22;Hombre;Soltero;Temporal;0;19702.61;Salario;Alquiler;0;5000.0;Si;0.1768;0.2538;0.1218;0;0.42154;No
53;Mujer;Divorciado;Autonomo;16;17116.74;Autonomo;Cedida;2;2000.0;No;0.0;0.1168;0.0561;0;0.013191;No
66;Mujer;Viudo;Indefinido;17;27624.83;Salario;Propia_Pagada;0;9500.0;No;0.0;0.3439;0.1651;0;0.000101;No
25;Hombre;Soltero;Inactivo;0;13693.13;Pension;Propia_Hipoteca;0;3000.0;No;0.0;0.2191;0.1052;2;0.925126;Si
23;Mujer;Soltero;Inactivo;0;12207.54;Pension;Alquiler;0;3000.0;No;0.0;0.2457;0.118;0;0.239345;No
52;Hombre;Casado;Indefinido;11;14566.4;Salario;Alquiler;2;5500.0;Si;0.2417;0.3776;0.1812;0;0.01863;No
32;Mujer;Divorciado;Temporal;0;28940.28;Salario;Propia_Pagada;3;10000.0;No;0.0;0.3455;0.1659;0;0.013709;No
29;Mujer;Soltero;Indefinido;0;14566.4;Salario;Propia_Hipoteca;0;4500.0;Si;0.2082;0.3089;0.1483;0;0.087027;No
50;Hombre;Divorciado;Indefinido;4;30714.09;Salario;Propia_Pagada;2;6500.0;No;0.0;0.2116;0.1016;0;0.000358;No
56;Mujer;Casado;Indefinido;8;50470.84;Salario;Propia_Pagada;0;25000.0;Si;0.123;0.4953;0.2378;0;0.000413;No
34;Mujer;Casado;Temporal;0;31815.23;Salario;Propia_Hipoteca;2;8500.0;No;0.0;0.2672;0.1282;2;0.909769;Si
30;Hombre;Casado;Temporal;1;33107.82;Salario;Propia_Hipoteca;2;14500.0;Si;0.3492;0.438;0.2102;0;0.563645;Si
40;Mujer;Casado;Indefinido;21;32139.93;Salario;Alquiler;0;5500.0;Si;0.2522;0.1711;0.0821;0;0.000167;No
53;Hombre;Casado;Indefinido;13;26373.88;Salario;Propia_Hipoteca;2;3000.0;Si;0.1905;0.1137;0.0546;0;0.002146;No
43;Mujer;Casado;Desempleado;0;20481.18;Ayudas;Alquiler;1;4500.0;No;0.0;0.2197;0.1055;0;0.72485;Si
49;Mujer;Casado;Indefinido;3;20539.01;Salario;Propia_Hipoteca;2;8500.0;No;0.0;0.4138;0.1986;0;0.019209;No
58;Hombre;Divorciado;Indefinido;5;52334.12;Salario;Alquiler;0;20500.0;Si;0.2194;0.3917;0.188;0;0.005537;No
39;Hombre;Soltero;Temporal;2;14566.4;Salario;Propia_Hipoteca;2;1500.0;Si;0.421;0.103;0.0494;0;0.92419;Si
23;Mujer;Soltero;Inactivo;0;27695.48;Pension;Propia_Hipoteca;0;11000.0;No;0.0;0.3972;0.1906;0;0.092199;No
51;Mujer;Casado;Indefinido;14;16085.89;Salario;Propia_Hipoteca;2;4500.0;Si;0.1706;0.2797;0.1343;0;0.007102;No
63;Mujer;Soltero;Autonomo;12;35966.08;Autonomo;Propia_Pagada;0;13500.0;Si;0.174;0.3754;0.1802;0;0.000736;No
30;Mujer;Soltero;Autonomo;12;16049.86;Autonomo;Propia_Pagada;0;2500.0;Si;0.2247;0.1558;0.0748;0;0.003457;No
45;Hombre;Soltero;Indefinido;10;24266.32;Salario;Propia_Hipoteca;2;8000.0;Si;0.1311;0.3297;0.1582;0;0.040653;No
44;Mujer;Divorciado;Autonomo;2;94487.15;Autonomo;Propia_Hipoteca;0;25000.0;No;0.0;0.2646;0.127;0;0.00468;No
46;Hombre;Casado;Indefinido;3;14566.4;Salario;Propia_Pagada;2;3500.0;Si;0.1437;0.2403;0.1153;0;0.00347;No
37;Hombre;Casado;Temporal;0;31262.11;Salario;Propia_Hipoteca;0;3500.0;Si;0.25;0.112;0.0537;0;0.036575;No
32;Hombre;Soltero;Temporal;1;23904.16;Salario;Alquiler;2;4000.0;Si;0.2508;0.1673;0.0803;0;0.120817;No
45;Mujer;Soltero;Temporal;3;20146.16;Salario;Alquiler;2;9500.0;No;0.0;0.4716;0.2263;0;0.226901;No
46;Hombre;Casado;Indefinido;9;24416.31;Salario;Propia_Hipoteca;1;12000.0;No;0.0;0.4915;0.2359;0;0.018136;No
44;Hombre;Casado;Funcionario;7;23844.11;Salario;Alquiler;1;10000.0;Si;0.379;0.4194;0.2013;0;0.331204;No
33;Hombre;Soltero;Indefinido;2;60428.21;Salario;Alquiler;2;22500.0;Si;0.2374;0.3723;0.1787;0;0.004146;No
49;Mujer;Viudo;Indefinido;23;14566.4;Salario;Alquiler;3;4000.0;Si;0.1821;0.2746;0.1318;0;0.005926;No
56;Mujer;Viudo;Indefinido;11;21751.41;Salario;Propia_Hipoteca;0;11000.0;Si;0.16;0.5057;0.2427;0;0.017225;No
35;Hombre;Soltero;Temporal;4;14566.4;Salario;Propia_Pagada;2;7000.0;Si;0.2366;0.4806;0.2307;0;0.07057;No
34;Hombre;Casado;Autonomo;16;34324.99;Autonomo;Alquiler;3;11000.0;No;0.0;0.3205;0.1538;0;0.00275;No
53;Mujer;Casado;Indefinido;14;29605.88;Salario;Propia_Pagada;1;12500.0;No;0.0;0.4222;0.2027;0;0.000313;No
20;Mujer;Soltero;Temporal;0;23285.05;Salario;Alquiler;0;8500.0;No;0.0;0.365;0.1752;0;0.526363;Si
44;Mujer;Casado;Indefinido;9;37453.06;Salario;Propia_Hipoteca;1;13500.0;Si;0.284;0.3605;0.173;0;0.020341;No
38;Hombre;Casado;Temporal;3;27412.26;Salario;Alquiler;1;4500.0;No;0.0;0.1642;0.0788;0;0.003772;No
42;Mujer;Casado;Indefinido;7;27826.25;Salario;Alquiler;2;6500.0;Si;0.2381;0.2336;0.1121;2;0.235941;No
21;Hombre;Soltero;Autonomo;3;24690.83;Autonomo;Alquiler;0;11000.0;Si;0.3314;0.4455;0.2138;0;0.653846;Si
38;Mujer;Soltero;Indefinido;4;15036.26;Salario;Alquiler;0;7500.0;No;0.0;0.4988;0.2394;0;0.028598;No
33;Hombre;Soltero;Desempleado;0;9857.74;Ayudas;Alquiler;2;3500.0;No;0.0;0.3551;0.1704;3;0.999805;Si
35;Mujer;Casado;Indefinido;12;14566.4;Salario;Propia_Hipoteca;1;6000.0;Si;0.1155;0.4119;0.1977;0;0.003031;No
51;Mujer;Soltero;Indefinido;8;14566.4;Salario;Alquiler;2;5000.0;No;0.0;0.3433;0.1648;0;0.104754;No
47;Hombre;Divorciado;Indefinido;23;67218.05;Salario;Propia_Pagada;2;25000.0;No;0.0;0.3719;0.1785;0;0.000184;No
28;Mujer;Soltero;Desempleado;0;17622.0;Ayudas;Propia_Pagada;0;8500.0;Si;0.1601;0.4824;0.2315;1;0.919022;Si
41;Mujer;Soltero;Funcionario;18;29857.91;Salario;Alquiler;3;12500.0;No;0.0;0.4186;0.201;0;0.001023;No
49;Hombre;Casado;Indefinido;19;41158.41;Salario;Propia_Hipoteca;3;9000.0;No;0.0;0.2187;0.105;0;0.000723;No
52;Hombre;Divorciado;Autonomo;12;50733.31;Autonomo;Propia_Hipoteca;0;22000.0;No;0.0;0.4336;0.2081;0;0.003233;No
51;Mujer;Casado;Funcionario;7;56801.5;Salario;Propia_Hipoteca;1;14000.0;Si;0.1339;0.2465;0.1183;0;0.0003;No
36;Hombre;Casado;Temporal;1;26692.47;Salario;Propia_Hipoteca;3;8500.0;Si;0.3999;0.3184;0.1529;0;0.97388;Si
41;Mujer;Viudo;Temporal;0;14566.4;Salario;Propia_Pagada;0;6000.0;Si;0.2488;0.4119;0.1977;0;0.097377;No
63;Mujer;Casado;Indefinido;13;19296.19;Salario;Propia_Pagada;0;6000.0;Si;0.0924;0.3109;0.1493;0;0.000579;No
30;Hombre;Casado;Indefinido;12;50000.48;Salario;Propia_Pagada;1;24000.0;Si;0.3967;0.48;0.2304;0;0.055679;No
35;Hombre;Soltero;Funcionario;7;44583.38;Salario;Propia_Pagada;3;5500.0;No;0.0;0.1234;0.0592;0;0.000235;No
32;Hombre;Casado;Desempleado;0;18102.57;Ayudas;Propia_Hipoteca;1;6500.0;No;0.0;0.3591;0.1724;0;0.762664;Si
33;Hombre;Casado;Temporal;0;36967.6;Salario;Propia_Hipoteca;1;16500.0;Si;0.1799;0.4463;0.2142;0;0.026478;No
73;Mujer;Viudo;Indefinido;24;43589.44;Salario;Propia_Hipoteca;0;19000.0;Si;0.1804;0.4359;0.2092;0;0.000186;No
44;Mujer;Casado;Indefinido;4;69670.0;Salario;Propia_Pagada;1;19000.0;No;0.0;0.2727;0.1309;0;0.000479;No
37;Mujer;Casado;Autonomo;10;47683.93;Autonomo;Propia_Pagada;2;19500.0;Si;0.254;0.4089;0.1963;0;0.00234;No
